source_key,pmid,source_type,reuse_category,license_status,priority,notes
r_aso_readthrough,39011883,literature_signal,derived_annotations_only,abstract_metadata_only,secondary,Readthrough ASO mechanism; source-level curation candidate
amena_modified_aso_mcm8,40098305,literature_signal,derived_annotations_only,abstract_metadata_only,secondary,AmNA-modified ASO targeting MCM8
lp_a_agents_review,40430570,review_reference,derived_annotations_only,abstract_metadata_only,secondary,Lp(a)-lowering agents and oligonucleotide therapy context
apoc3_target_review,40679547,review_reference,derived_annotations_only,abstract_metadata_only,secondary,ApoC-III oligonucleotide therapeutic context
rna_therapeutics_cardiovascular,39998478,review_reference,derived_annotations_only,abstract_metadata_only,secondary,RNA therapeutics cardiovascular safety context
sirna_cardiac_failure_systematic,39214039,review_reference,derived_annotations_only,abstract_metadata_only,secondary,RNAi cardiac failure safety and effectiveness context
aso_neurodegenerative_review,40118328,review_reference,derived_annotations_only,abstract_metadata_only,secondary,ASO therapeutics for neurodegenerative disorders
aso_nervous_system_review,40534528,review_reference,derived_annotations_only,abstract_metadata_only,secondary,ASO nervous system review
small_nucleic_acid_trends,39309508,review_reference,derived_annotations_only,abstract_metadata_only,secondary,Small nucleic acid drug development trend review
pubmed_discovery_41467114,41467114,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=12; Unraveling and controlling late-onset neurotoxicity of antisense oligonucleotides through strategic chemical modifications.
pubmed_discovery_41500580,41500580,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=11; Predicting nucleic acid drug-induced nephrotoxicity using a 3D human renal proximal tubule spheroid model.
pubmed_discovery_41021771,41021771,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=10; Pharmacokinetics and Safety of Pelacarsen, a GalNAc(3)-Conjugated Antisense Oligonucleotide Targeting Apo(a), in Participants With Mild Hepatic Impairment."
pubmed_discovery_41994868,41994868,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=9; Acyclic serinol nucleic acid modification of siRNAs overcomes seed region mediated off-target effects while maintaining potency.
pubmed_discovery_42176181,42176181,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"sirna_offtarget_safety_2024_2026; score=8; Efficacy and Safety of Pegylated Interferon as Rescue Therapy for Patients with Chronic Hepatitis B Who Failed to Achieve Functional Cure After Antisense Oligonucleotides or Small Interfering RNA: A Prospective, Multicentre, Open-Label Randomized Controlled Trial (SPHERE) Protocol."
pubmed_discovery_42172871,42172871,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=8; Peptide-mediated delivery of an α-synuclein-targeting antisense oligonucleotide: Pharmacokinetics, safety, and central nervous system efficacy in a synucleinopathy model."
pubmed_discovery_42169802,42169802,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=8; Correction to 'Integrating transcriptomics and proteomics to assess antisense oligonucleotide safety and efficacy: a time-resolved approach'.
pubmed_discovery_41918821,41918821,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=8; Integrating transcriptomics and proteomics to assess antisense oligonucleotide safety and efficacy: a time-resolved approach.
pubmed_discovery_41863245,41863245,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=8; Challenges in the Stability, Safety, and Efficacy of Antisense Oligonucleotide Therapeutics."
pubmed_discovery_41792408,41792408,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=8; Development of ARL4C antisense oligonucleotide with reduced off-target effects and enhanced efficacy as an anti-cancer drug.
pubmed_discovery_41755797,41755797,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=8; Efficacy and safety of antisense oligonucleotide therapies targeting APoC-III in patients with severe hypertriglyceridemia: a meta-analysis of randomized controlled trials.
pubmed_discovery_41146386,41146386,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=8; Correction to ""Preclinical and Phase 1 Assessment of Antisense Oligonucleotide Bepirovirsenin Hepatitis B Virus-Transgenic Mice and Healthy Human Volunteers: Support for Clinical Dose Selection and Evaluation of Safety, Tolerability, and Pharmacokinetics of Single and Multiple Doses""."
pubmed_discovery_41186228,41186228,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=8; Safety, pharmacokinetics, and pharmacodynamics of the antisense oligonucleotide RO7239958 in healthy volunteers and adults with chronic hepatitis B infection."
pubmed_discovery_39850319,39850319,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=8; In vivo efficacy and safety of systemically administered serinol nucleic acid-modified antisense oligonucleotides in mouse kidney.
pubmed_discovery_42070763,42070763,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=7; Targeted knockdown of hepatic XDH via GalNAc-siRNA alleviates hyperuricaemia and renal injury in UOX(-/-) mice.
pubmed_discovery_41978261,41978261,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=7; Phosphorothioate antisense oligonucleotide induced innate immune activation is attenuated by tryptophan oxidation products.
pubmed_discovery_41494985,41494985,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=7; Acute neuronal inhibition response caused by phosphorothioate antisense oligonucleotides following local delivery to the central nervous system.
pubmed_discovery_40685980,40685980,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=7; Characterizing Antibodies Targeting Antisense Oligonucleotide Phosphorothioate and 2'-O-Methoxyethyl Modifications for Intracellular Trafficking and Biodistribution Studies.
pubmed_discovery_38660533,38660533,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=7; Inhibition of survivin by 2'-O-methyl phosphorothioate-modified steric-blocking antisense oligonucleotides.
pubmed_discovery_41382137,41382137,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=6; Transcriptome-wide association study revealed novel causal genes of renal-biopsy proven diabetic nephropathy.
pubmed_discovery_40899091,40899091,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=6; Use of a Transgenic Human PNPLA3(I148M) Knock-in Mouse for Translational Safety Evaluations of siRNA Therapeutics.
pubmed_discovery_40151235,40151235,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=6; General Platform for Efficient and Modular Assembly of GalNAc-siRNA Conjugates via Primary Amines and o-Nitrobenzyl Alcohol Cyclization Photoclick Chemistry Enabling Rapid Access to Therapeutic Oligonucleotides.
pubmed_discovery_42186366,42186366,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=4; In Vivo Assessment of dbDNA GNE(wt)/bi-shRNA-GNE(M743T) Lipoplex for GNE Myopathy: Improved Potency and Safety.
pubmed_discovery_42176239,42176239,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; Safety, pharmacokinetics and antiviral activity of AHB‑137 in healthy volunteers and chronic hepatitis B patients: a phase 1a/1b study."
pubmed_discovery_42169510,42169510,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=4; Efficacy and Safety of Oral PCSK9 Inhibitors: Insights from a Meta-analysis of RCTS.
pubmed_discovery_42149053,42149053,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; GalNAc-modified five-component lipid nanoparticles for liver-targeted delivery of p65 siRNA to alleviate cytokine storm in liver injury via NF-κB targeting.
pubmed_discovery_42112102,42112102,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; A computational model-powered platform to inform the development of GalNAc-conjugated siRNA therapeutics.
pubmed_discovery_42095135,42095135,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Development of an exon 27-skipping antisense oligonucleotide as a targeted therapy for refractory skin ulcers in Werner syndrome.
pubmed_discovery_42077110,42077110,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Rat and Rabbit Whole-Embryo Culture as a New Approach Method for Unlabeled Therapeutic Antisense Oligonucleotide Hazard Identification with No Requirement for Microinjection or Assisted Transfection.
pubmed_discovery_42018666,42018666,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Preclinical evaluation of antisense oligonucleotide therapy in a mouse model of HNRNPH2-related neurodevelopmental disorder.
pubmed_discovery_41981306,41981306,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Antisense oligonucleotide-mediated knockdown therapy in two infants with severe KCNT1 epileptic encephalopathy.
pubmed_discovery_41949334,41949334,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; A Long-Term Human Liver Spheroid Model for Assessing Silencing and Durability of GalNAc-Conjugated siRNAs.
pubmed_discovery_41943994,41943994,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Efficacy and Safety of Olezarsen in Hypertriglyceridemia: An Updated Meta-Analysis of Randomised Controlled Trials.
pubmed_discovery_41887560,41887560,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Efficacy and Safety of Olezarsen for the Management of Dyslipidemia: An Updated Systematic Review and Meta-Analysis of Randomized Controlled Trials.
pubmed_discovery_41878536,41878536,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Targeting TLK2 with antisense oligonucleotides as a new strategy in acute myeloid leukemia.
pubmed_discovery_41876647,41876647,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; LRRK2-targeting antisense oligonucleotide in Parkinson's disease: a phase 1 randomized controlled trial.
pubmed_discovery_41813449,41813449,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; A prospective, multi-center, observational study of the safety, tolerability and effectiveness of Nusinersen in adult patients with spinal muscular atrophy."
pubmed_discovery_41754970,41754970,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Unconventional Lysine-Type Lipid Assemblies Enable Efficient Antisense Oligonucleotide Delivery with Distinct Structural Features.
pubmed_discovery_41711123,41711123,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; Investigating the Biophysical Properties and In Vivo Activity of 7',5'-Alpha-Bicyclo-DNA Phosphodiester Backbone Gapmer Antisense Oligonucleotides."
pubmed_discovery_41663223,41663223,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; Synthesis, characterization, and application of sorbents for the mixed-mode extraction of antisense oligonucleotides from cerebrospinal fluid samples."
pubmed_discovery_41624332,41624332,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Atrophin-1 antisense oligonucleotide provides robust protection from pathology in a fully humanized DRPLA model.
pubmed_discovery_41541269,41541269,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Ribofuranose-based GalNAc-conjugated siRNA enhances the liver-targeted delivery and elicits robust RNAi-mediated gene silencing.
pubmed_discovery_41484831,41484831,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Antisense Oligonucleotide Therapeutics Targeting Age-Related Diseases.
pubmed_discovery_41388232,41388232,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Platform Assessment of Concentration-QTc Relationship Across GalNAc-siRNA Molecules.
pubmed_discovery_41314857,41314857,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Unveiling Liver Micro-Distribution: NanoSIMS Imaging Reveals Critical Intracellular Distribution of Chemically Modified Antisense Oligonucleotides.
pubmed_discovery_41248931,41248931,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Targeting a Pathogenic Variant Creating an Upstream AUG in the ENG 5' Untranslated Region with Antisense Oligonucleotides Fails to Restore Protein Expression.
pubmed_discovery_41145035,41145035,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Carrier-free self-assembled nanodrug with responsive release of carbon monoxide and antisense oligonucleotide for synergistic tumor therapy.
pubmed_discovery_41085094,41085094,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; A Phase 1, Randomized, Open-Label, Parallel Group Study to Evaluate the Relative Bioavailability and Safety of Subcutaneous Bepirovirsen when Delivered from a Vial or Prefilled Syringe Fitted with a Safety Syringe Device in Healthy Adult Participants."
pubmed_discovery_41465141,41465141,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Artificial Intelligence-Driven Design of Antisense Oligonucleotides for Precision Medicine in Neuromuscular Disorders.
pubmed_discovery_41457341,41457341,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Proceedings of the 2024 Classic Examples in Toxicologic Pathology XXXI.
pubmed_discovery_41323696,41323696,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Glycogen for Smyd3-antisense oligonucleotide delivery and enhanced liver cancer gene therapy.
pubmed_discovery_41280074,41280074,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Preclinical evaluation of antisense oligonucleotide therapy in a mouse model of HNRNPH2-related neurodevelopmental disorder.
pubmed_discovery_41166443,41166443,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Improved targeted delivery of antisense oligonucleotide with an antibody mask.
pubmed_discovery_41092767,41092767,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Enhancement of antitumor immunity by CTLA-4 antisense oligonucleotides with CpG motif in mice.
pubmed_discovery_41031595,41031595,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Mass Spectrometry Imaging Reveals the Distribution of a GABRG2 Targeting Antisense Oligonucleotide and Its Functional Effect in Rat Brain.
pubmed_discovery_41012491,41012491,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.
pubmed_discovery_40962198,40962198,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Advancing antisense oligonucleotide delivery through click chemistry based chemical conjugation with designed short non-cationic peptides for Duchenne muscular dystrophy.
pubmed_discovery_40720032,40720032,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Pre-mRNA Splicing Modulation by Antisense Oligonucleotides.
pubmed_discovery_40418024,40418024,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Differential Protein Precipitation-Based GalNAc-siRNA Sample Preparation with LC/MS Method Development Workflow in Plasma.
pubmed_discovery_40317426,40317426,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.
pubmed_discovery_40111412,40111412,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; A toxic gain-of-function variant in MAPK8IP3 provides insights into JIP3 cellular roles.
pubmed_discovery_39974630,39974630,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; A Bioanalytical Liquid Chromatography Tandem Mass Spectrometry Approach for the Quantification of a Novel Antisense Oligonucleotide Designed for Parkinson's Disease: A Rat Brain Biodistribution Study.
pubmed_discovery_39916530,39916530,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Targeting a Novel Site in Exon 51 with Antisense Oligonucleotides Induces Enhanced Exon Skipping in a Mouse Model of Duchenne Muscular Dystrophy.
pubmed_discovery_39861717,39861717,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Whole-Body Physiologically Based Pharmacokinetic Modeling of GalNAc-Conjugated siRNAs.
pubmed_discovery_39126396,39126396,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"phosphorothioate_aso_safety_2024_2026; score=4; Tissue distribution of renadirsen sodium, a dystrophin exon-skipping antisense oligonucleotide, in heart and diaphragm after subcutaneous administration to cynomolgus monkeys."
pubmed_discovery_39911828,39911828,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Characterizing the plasma protein binding profiles of chemistry diversified antisense oligonucleotides in human and mouse plasma using an ultrafiltration method.
pubmed_discovery_39168524,39168524,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"galnac_sirna_safety_2024_2026; score=4; Nonclinical Pharmacokinetics Study of OLX702A-075-16, N-Acetylgalactosamine Conjugated Asymmetric Small Interfering RNA (GalNAc-asiRNA)."
pubmed_discovery_39128879,39128879,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Accessing Therapeutically-Relevant Multifunctional Antisense Oligonucleotide Conjugates Using Native Chemical Ligation.
pubmed_discovery_39062597,39062597,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Rational Design of Chimeric Antisense Oligonucleotides on a Mixed PO-PS Backbone for Splice-Switching Applications.
pubmed_discovery_39027419,39027419,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Preclinical evaluation of stereopure antisense oligonucleotides for allele-selective lowering of mutant HTT.
pubmed_discovery_38981217,38981217,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; In vitro screening of chemically synthesized dipeptide-antisense oligonucleotide conjugates to identify ligand molecules enhancing their activity.
pubmed_discovery_38841435,38841435,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Analysis of the pharmacokinetics and efficacy of RBD1016 - A GalNAc-siRNA targeting Hepatitis B Virus X gene using semi-mechanistic PK/PD model.
pubmed_discovery_38773176,38773176,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Introduction of sugar-modified nucleotides into CpG-containing antisense oligonucleotides inhibits TLR9 activation.
pubmed_discovery_38748545,38748545,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Antisense Oligonucleotide as a New Technology Application for CsLOB1 Gene Silencing Aiming at Citrus Canker Resistance.
pubmed_discovery_38742636,38742636,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Evaluating the oral delivery of GalNAc-conjugated siRNAs in rodents and non-human primates.
pubmed_discovery_38501046,38501046,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=4; Structure-activity relationship study of mesyl and busyl phosphoramidate antisense oligonucleotides for unaided and PSMA-mediated uptake into prostate cancer cells.
pubmed_discovery_38155279,38155279,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Targeting lncRNA16 by GalNAc-siRNA conjugates facilitates chemotherapeutic sensibilization via the HBB/NDUFAF5/ROS pathway.
pubmed_discovery_37980543,37980543,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; GalNAc-conjugated siRNA targeting the DNAJB1-PRKACA fusion junction in fibrolamellar hepatocellular carcinoma.
pubmed_discovery_37871778,37871778,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Mechanistic Pharmacokinetics and Pharmacodynamics of GalNAc-siRNA: Translational Model Involving Competitive Receptor-Mediated Disposition and RISC-Dependent Gene Silencing Applied to Givosiran.
pubmed_discovery_42205867,42205867,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; CA9-Targeted Liposomal Delivery of siETS1 Inhibits Clear Cell Renal Cell Carcinoma Progression by Disrupting the ETS1/MYC Regulatory Axis.
pubmed_discovery_40134366,40134366,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=16; Hepatotoxicity Reduction Profiles of Antisense Oligonucleotides Containing Amido-Bridged Nucleic Acid and 2'-O,4'-C-Spirocyclopropylene Bridged Nucleic Acid."
pubmed_discovery_38648015,38648015,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=15; Sequence- and Structure-Dependent Cytotoxicity of Phosphorothioate and 2'-O-Methyl Modified Single-Stranded Oligonucleotides.
pubmed_discovery_38978695,38978695,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=14; Favorable efficacy and reduced acute neurotoxicity by antisense oligonucleotides with 2',4'-BNA/LNA with 9-(aminoethoxy)phenoxazine."
pubmed_discovery_39585752,39585752,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=12; A Combined Fertility and Developmental Toxicity Study with an Antisense Oligonucleotide Targeting Murine Apolipoprotein C-III mRNA in Mice.
pubmed_discovery_38227794,38227794,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=12; Safety and Tolerability of GalNAc(3)-Conjugated Antisense Drugs Compared to the Same-Sequence 2'-O-Methoxyethyl-Modified Antisense Drugs: Results from an Integrated Assessment of Phase 1 Clinical Trial Data.
pubmed_discovery_41820295,41820295,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=10; Reduced Genotoxicity Testing Is Possible for Noncoding Oligonucleotide-Based Therapeutics Containing Well-Characterized Modifications: A European Regulatory Perspective.
pubmed_discovery_39846858,39846858,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=10; Opportunities for More Tailored Approaches to Genotoxicity Testing and Carcinogenicity Strategy for Oligonucleotide Therapeutics: Outcome of an Industry Survey.
pubmed_discovery_39554992,39554992,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=10; Preventing acute neurotoxicity of CNS therapeutic oligonucleotides with the addition of Ca(2+) and Mg(2+) in the formulation.
pubmed_discovery_38895198,38895198,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=10; Preventing acute neurotoxicity of CNS therapeutic oligonucleotides with the addition of Ca(2+) and Mg(2+) in the formulation.
pubmed_discovery_38089931,38089931,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"oligo_therapeutics_safety_2023_2026; score=10; Dendritic amphiphilic siRNA: Selective albumin binding, in vivo efficacy, and low toxicity."
pubmed_discovery_37567502,37567502,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=10; A holistic analysis of the intrinsic and delivery-mediated toxicity of siRNA therapeutics.
pubmed_discovery_41950836,41950836,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=9; Combined toxicity prediction of deoxynivalenol and fumonisin B(1) by physiologically based toxicokinetic modelling and in vitro toxicity mechanism study on astrocyte-like C6 cells.
pubmed_discovery_42102394,42102394,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=8; Novel Mechanism of and Therapeutic Approach for Anthracycline-Induced Cardiotoxicity (AIC).
pubmed_discovery_42067012,42067012,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=8; GPD1-mediated neuronal lipotoxicity drives aconitine-induced mitochondrial collapse and lethality.
