id,entity_table,entity_id,extraction_method,extractor_model_or_script,validation_status,curator_decision,curator_id,audit_note,audited_at
33,toxicity_endpoint,18,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph measures nanocomplex cytotoxicity in tumor and normal bronchial epithelial cells.,2026-06-01T22:53:00+00:00
34,toxicity_endpoint,19,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results biosafety section reports histology and liver/kidney function tests for siRNA nanoparticles.,2026-06-01T22:53:00+00:00
35,toxicity_endpoint,20,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph explicitly frames RNA-seq as transcriptomic change and toxicity analysis after siRNADUX4 treatment.,2026-06-01T22:53:00+00:00
36,toxicity_endpoint,21,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results in vivo safety section reports organ histology and liver/kidney blood chemistry after siRNA EV treatment.,2026-06-01T22:53:00+00:00
37,toxicity_endpoint,22,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph directly evaluates immunological safety of siRNA-loaded milk EVs in PBMCs.,2026-06-01T22:53:00+00:00
38,toxicity_endpoint,23,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,"PMC full text checked; Results paragraph reports no organ pathology, unchanged liver/kidney chemistry, and inflammatory-marker assessment.",2026-06-01T22:53:00+00:00
39,toxicity_endpoint,24,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph directly reports reduced acute CNS toxicity from ASO chemical modification.,2026-06-01T22:53:00+00:00
40,toxicity_endpoint,25,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports formulation-dependent prevention of acute neurotoxicity for CNS-administered oligonucleotides.,2026-06-01T22:53:00+00:00
41,toxicity_endpoint,26,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports ASO cytotoxicity testing in non-tumor fibroblasts and human cancer cell lines.,2026-06-01T22:53:00+00:00
42,toxicity_endpoint,27,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results in vivo toxicity section evaluates organ pathology after LNP-siTGFbetaRI treatment.,2026-06-01T22:53:00+00:00
43,toxicity_endpoint,28,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports adverse events during CT102 phase I dose-escalation follow-up.,2026-06-01T22:53:00+00:00
44,toxicity_endpoint,29,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results figure caption directly labels STAT3-siRNA gene silencing and cytotoxicity readouts.,2026-06-01T22:53:00+00:00
45,toxicity_endpoint,30,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph states siRNA polyplex conditions were below the cytotoxicity threshold.,2026-06-01T22:53:00+00:00
46,toxicity_endpoint,31,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results section measures apoptosis/cytotoxicity for polymeric solid-lipid siRNA nanoparticles.,2026-06-01T22:53:00+00:00
47,toxicity_endpoint,32,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results figure caption reports synthesis and cytotoxicity assays for PD-L1 siRNA nanovesicles.,2026-06-01T22:53:00+00:00
48,toxicity_endpoint,33,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph uses body-weight monitoring as an acute systemic tolerability readout for SWNT-siRNA conjugates.,2026-06-01T22:53:00+00:00
49,toxicity_endpoint,34,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports liver and kidney pathology after phosphorothioate oligonucleotide dosing.,2026-06-01T22:53:00+00:00
50,toxicity_endpoint,35,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports arrhythmia monitoring and serum chemistry after miR-125a-5p agomir treatment.,2026-06-01T22:53:00+00:00
51,toxicity_endpoint,36,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results safety analysis section reports systemic safety readouts for the siRNA-SiS formulation.,2026-06-01T22:53:00+00:00
52,toxicity_endpoint,37,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,"PMC full text checked; Results paragraph reports non-toxic, non-inflammatory intramuscular siRNA delivery using RBC extracellular vesicles.",2026-06-01T22:53:00+00:00
53,toxicity_endpoint,38,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph directly links ASO sequence/modification to acute neurotoxicity.,2026-06-01T22:53:00+00:00
54,toxicity_endpoint,39,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results figure caption supports reduced LNA gapmer hepatotoxicity from nucleobase modification.,2026-06-01T22:53:00+00:00
55,toxicity_endpoint,40,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph describes rat toxicity studies showing improved therapeutic index from seed-pairing destabilization.,2026-06-01T22:53:00+00:00
56,toxicity_endpoint,41,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph links tissue accumulation of lipid-conjugated siRNA to non-specific gene modulation likely related to toxicity.,2026-06-01T22:53:00+00:00
57,toxicity_endpoint,42,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports elevated liver-toxicity markers after high-dose ALC-0315 LNP siRNA treatment.,2026-06-01T22:53:00+00:00
58,toxicity_endpoint,43,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results biocompatibility section reports cytotoxicity and hemolysis testing for siRNA nanoparticles.,2026-06-01T22:53:00+00:00
59,toxicity_endpoint,44,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports siRNA/CDplex-associated background toxicity and sequence-independent siRNA effect.,2026-06-01T22:53:00+00:00
60,toxicity_endpoint,45,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results toxicity assay section measures oligonucleotide cytotoxicity in human cell lines.,2026-06-01T22:53:00+00:00
61,toxicity_endpoint,46,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results in vitro biosafety section reports cell-viability testing for siRNA nanodroplets.,2026-06-01T22:53:00+00:00
62,toxicity_endpoint,47,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph evaluates CYP3A5 ASO renal safety markers in a proximal tubule microphysiological system.,2026-06-01T22:53:00+00:00
63,toxicity_endpoint,48,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports renal and hepatic safety markers after LNA/GalNAc ASO dosing.,2026-06-01T22:53:00+00:00
64,toxicity_endpoint,49,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports no BUN/creatinine changes while evaluating ASO kidney histology artifacts.,2026-06-01T22:53:00+00:00
65,toxicity_endpoint,50,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports absence of adverse phenotype after ICV LUNAR-REPU910 dosing.,2026-06-01T22:53:00+00:00
66,toxicity_endpoint,51,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph directly compares hepatotoxicity of ASO and LNPssPalmO-Phe-ASO formulations.,2026-06-01T22:53:00+00:00
67,toxicity_endpoint,52,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports incidence and dose percentage of ASO tolerability events across clinical studies.,2026-06-01T22:53:00+00:00
68,toxicity_endpoint,53,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results toxicity assessment reports in vivo organ histology after repeated dual-RGD carrier treatment.,2026-06-01T22:53:00+00:00
69,toxicity_endpoint,54,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports no kidney biomarker elevation for PMO-P6 up to tested doses.,2026-06-01T22:53:00+00:00
70,toxicity_endpoint,55,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports no skin allergy or systemic toxicity for sustained siMMP-9 hydrogel delivery.,2026-06-01T22:53:00+00:00
71,toxicity_endpoint,56,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph evaluates stereochemistry-dependent gapmer toxicity markers.,2026-06-01T22:53:00+00:00
72,toxicity_endpoint,57,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports cell viability for bioreducible LNP/ASO nanocomplexes across ASO doses.,2026-06-01T22:53:00+00:00
73,toxicity_endpoint,58,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports safety biomarkers and histology after tcDNA-ASO treatment.,2026-06-01T22:53:00+00:00
74,toxicity_endpoint,59,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph directly demonstrates GalNAc attenuation of AON nephrotoxicity potential.,2026-06-01T22:53:00+00:00
75,toxicity_endpoint,60,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph shows blocking siRNA-loaded RISC mitigates off-target-driven rat hepatotoxicity.,2026-06-01T22:53:00+00:00
76,toxicity_endpoint,61,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports an in vitro apoptosis assay linked to hepatotoxic LNA-ASOs.,2026-06-01T22:53:00+00:00
77,toxicity_endpoint,62,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph identifies extracellular EGF as an in vitro marker of AON-induced tubulotoxicity.,2026-06-01T22:53:00+00:00
78,toxicity_endpoint,63,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports in vivo gapmer hepatotoxicity and distinguishes gapmer from non-gapmer controls.,2026-06-01T22:53:00+00:00
79,toxicity_endpoint,64,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph links targeted long pre-mRNA down-regulation by ASO mixtures to hepatotoxicity.,2026-06-01T22:53:00+00:00
80,toxicity_endpoint,65,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports long-term efficacy and safety monitoring after PMO-GF dosing.,2026-06-01T22:53:00+00:00
81,toxicity_endpoint,66,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; Results paragraph reports mouse hepatotoxicity evaluation for LNA gapmer sequence motifs.,2026-06-01T22:53:00+00:00
82,curation_candidate,3441,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: plant synthetic tasiRNA protocol; not therapeutic ASO/siRNA safety or off-target evidence,2026-06-01T22:53:00+00:00
83,curation_candidate,262,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: news/commentary only; no primary safety evidence,2026-06-01T22:53:00+00:00
84,curation_candidate,3414,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: tumor co-delivery efficacy section; no primary oligonucleotide safety endpoint at cited source,2026-06-01T22:53:00+00:00
85,curation_candidate,3658,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: DOX/siRNA tumor-killing efficacy endpoint; no primary oligonucleotide safety evidence,2026-06-01T22:53:00+00:00
86,curation_candidate,209,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: duplicate preprint superseded by curated final article candidate 207,2026-06-01T22:53:00+00:00
87,curation_candidate,8311,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: viral AAV RNAi vector study outside synthetic oligonucleotide release scope,2026-06-01T22:53:00+00:00
88,curation_candidate,8434,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,"reject reason: target-mediated disease-model liver injury after ASO knockdown, not intrinsic oligonucleotide safety evidence",2026-06-01T22:53:00+00:00
89,curation_candidate,212,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: review only; not primary evidence,2026-06-01T22:53:00+00:00
90,curation_candidate,634,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: review only; not primary evidence,2026-06-01T22:53:00+00:00
91,curation_candidate,1722,curator_review_v1,promote_curator_review.py,curator_rejected,reject,machine_v1_keyword_classifier,reject reason: AAV-expressed RNAi construct toxicity outside synthetic oligonucleotide release scope,2026-06-01T22:53:00+00:00
92,offtarget_evidence,12,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports seed-mediated off-target effect.,2026-06-01T23:22:20+00:00
93,toxicity_endpoint,67,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
94,toxicity_endpoint,68,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
95,toxicity_endpoint,69,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
96,toxicity_endpoint,70,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
97,toxicity_endpoint,71,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
98,toxicity_endpoint,72,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
99,toxicity_endpoint,73,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports neurotoxicity evidence.,2026-06-01T23:22:20+00:00
100,toxicity_endpoint,74,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
101,toxicity_endpoint,75,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
102,toxicity_endpoint,76,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
103,toxicity_endpoint,77,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
104,toxicity_endpoint,78,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
105,toxicity_endpoint,79,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
106,toxicity_endpoint,80,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports cytotoxicity evidence.,2026-06-01T23:22:20+00:00
107,toxicity_endpoint,81,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
108,toxicity_endpoint,82,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
109,toxicity_endpoint,83,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
110,toxicity_endpoint,84,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
111,offtarget_evidence,13,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hybridization/mismatch off-target effect.,2026-06-01T23:22:20+00:00
112,offtarget_evidence,14,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hybridization/mismatch off-target effect.,2026-06-01T23:22:20+00:00
113,offtarget_evidence,15,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports off-target evidence.,2026-06-01T23:22:20+00:00
114,toxicity_endpoint,85,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
115,toxicity_endpoint,86,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
116,toxicity_endpoint,87,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
117,toxicity_endpoint,88,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
118,toxicity_endpoint,89,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
119,toxicity_endpoint,90,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
120,toxicity_endpoint,91,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
121,toxicity_endpoint,92,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
122,toxicity_endpoint,93,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
123,toxicity_endpoint,94,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
124,toxicity_endpoint,95,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
125,toxicity_endpoint,96,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
126,toxicity_endpoint,97,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
127,toxicity_endpoint,98,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
128,toxicity_endpoint,99,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
129,toxicity_endpoint,100,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports safety/tolerability evidence.,2026-06-01T23:22:20+00:00
130,toxicity_endpoint,101,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports neurotoxicity evidence.,2026-06-01T23:22:20+00:00
131,toxicity_endpoint,102,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
132,toxicity_endpoint,103,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
133,toxicity_endpoint,104,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
134,toxicity_endpoint,105,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports platelet/bleeding safety evidence.,2026-06-01T23:22:20+00:00
135,toxicity_endpoint,106,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
136,toxicity_endpoint,107,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
137,toxicity_endpoint,108,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
138,offtarget_evidence,16,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports sequence-specificity/off-target evidence.,2026-06-01T23:22:20+00:00
139,offtarget_evidence,17,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports sequence-specificity/off-target evidence.,2026-06-01T23:22:20+00:00
140,offtarget_evidence,18,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports off-target evidence.,2026-06-01T23:22:20+00:00
141,toxicity_endpoint,109,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports hepatotoxicity evidence.,2026-06-01T23:22:20+00:00
142,toxicity_endpoint,110,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
143,toxicity_endpoint,111,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
144,toxicity_endpoint,112,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports immune activation evidence.,2026-06-01T23:22:20+00:00
145,toxicity_endpoint,113,curator_review_v1,promote_curator_review.py,machine_precurated_v1,accept,machine_v1_keyword_classifier,PMC full text checked; verified source supports renal safety evidence.,2026-06-01T23:22:20+00:00
